date,el empleo,colombia flights,desempleo,industria,comercio,paro,inflacion,tasa de cambio,dolar ,credito,precios,compra,tasa de interes,riesgo politico,petroleo,elecciones,manifestaciones,inversion,crisis economica,clima,lluvias,derrumbes,prima de riesgo,incertidumbre,fenomeno del niño,construcción,carbon,café,hoteles,restaurantes,turismo,vuelos,cine,apuestas,apuestas en línea,arriendo,poliza,eps,concierto,carnes,corabastos,cultivos,gasolina,diesel,fenomeno de la niña
1/1/2004,40,0,25,65,66,2,53,58,4,39,49,97,40,100,50,1,17,31,18,3,32,0,0,0,0,75,40,17,79,47,96,4,46,11,0,14,0,7,30,93,56,33,20,43,0
2/1/2004,25,0,41,77,88,2,68,100,6,41,44,76,97,0,53,1,26,69,0,5,0,0,55,100,0,68,42,21,62,42,88,1,29,3,0,9,21,7,34,29,39,62,29,34,0
3/1/2004,22,0,61,100,87,0,58,50,6,40,56,76,43,53,95,2,23,88,66,6,53,97,0,56,0,71,84,20,55,35,87,2,36,8,0,6,33,7,40,26,0,88,20,61,100
4/1/2004,26,12,62,92,87,1,57,76,3,34,54,82,54,0,100,1,28,100,28,5,35,44,0,0,28,86,74,35,52,33,80,1,37,8,0,7,42,6,38,70,80,63,52,74,0
5/1/2004,33,0,57,90,100,2,67,82,4,47,46,88,82,0,99,1,25,92,73,5,34,38,47,25,13,93,68,30,60,34,81,1,38,7,0,7,36,4,24,100,18,100,40,54,0
6/1/2004,29,0,47,72,78,1,33,59,3,43,47,82,52,44,83,1,34,63,24,4,41,0,0,36,6,79,58,17,81,37,100,7,39,6,0,6,0,6,24,82,16,67,44,46,0
7/1/2004,26,0,43,81,72,1,36,46,3,39,42,65,65,0,87,1,9,50,32,6,31,0,0,24,22,56,59,42,70,30,83,10,41,8,0,13,19,6,50,98,0,69,45,71,0
8/1/2004,32,20,56,73,97,3,75,67,4,36,46,71,59,0,96,1,24,50,81,6,48,0,0,0,16,85,62,30,59,28,76,5,36,4,0,8,35,6,53,71,22,71,33,68,0
9/1/2004,26,0,60,76,89,5,67,55,4,60,44,89,59,0,95,1,34,63,34,5,23,0,0,51,0,65,78,33,51,45,78,4,34,4,0,9,65,6,50,64,29,68,33,77,0
10/1/2004,27,12,64,84,91,4,70,86,4,51,51,74,52,50,82,2,30,85,17,5,33,71,0,55,5,100,75,40,60,34,84,4,36,5,0,9,27,5,51,72,31,70,47,70,0
11/1/2004,31,0,45,83,81,3,57,74,5,56,48,80,59,66,68,6,23,83,53,5,63,58,83,41,0,79,71,15,73,37,91,3,36,6,0,9,0,7,44,59,35,62,47,67,0
12/1/2004,32,0,5,48,48,1,22,63,4,55,45,69,18,0,36,1,9,60,0,3,0,0,0,0,16,70,48,20,90,48,89,8,39,7,0,9,41,4,37,65,0,52,50,100,0
1/1/2005,58,9,14,57,63,2,42,52,4,62,44,79,38,0,27,1,18,46,0,4,0,0,0,0,0,67,53,17,93,42,97,9,34,4,0,24,0,9,29,41,27,31,36,72,0
2/1/2005,53,11,37,81,95,1,67,76,4,52,47,66,41,28,81,1,38,62,30,5,34,0,0,76,11,66,58,24,61,34,75,6,28,5,0,12,20,7,31,66,0,60,31,55,0
3/1/2005,46,15,44,90,84,2,71,79,4,46,40,77,52,28,86,1,31,66,35,5,86,49,0,52,7,96,78,25,65,35,85,6,32,5,0,10,0,5,34,49,14,60,53,57,0
4/1/2005,40,16,51,79,78,3,67,91,4,46,48,85,66,0,82,1,31,74,36,5,84,0,23,47,12,75,57,28,54,29,65,4,30,7,0,9,37,6,27,57,28,56,48,68,0
5/1/2005,40,12,53,74,72,1,61,79,3,56,45,74,100,0,87,1,28,65,21,6,89,0,0,40,23,91,68,28,61,37,76,5,33,5,31,7,28,7,34,51,31,81,42,68,0
6/1/2005,46,0,34,59,72,0,40,51,3,59,41,78,46,0,59,1,6,44,16,5,36,0,0,51,0,92,66,23,83,32,90,6,35,7,22,18,30,8,38,82,60,51,42,66,0
7/1/2005,50,0,20,55,56,2,31,51,5,59,37,91,42,56,53,0,20,41,19,4,50,0,0,13,0,61,45,43,72,39,74,7,33,8,0,21,16,9,65,62,30,58,31,63,0
8/1/2005,45,13,36,61,73,2,67,59,4,49,43,75,50,0,87,0,13,68,38,4,53,0,0,58,16,53,68,31,68,32,73,6,31,5,0,12,22,7,68,52,33,57,41,58,0
9/1/2005,43,11,39,71,69,1,65,70,5,54,46,83,56,0,74,1,34,66,6,5,56,51,0,50,6,84,61,23,68,38,72,5,29,7,0,10,31,7,79,57,39,64,47,59,0
10/1/2005,39,4,37,75,69,4,54,55,4,52,43,72,86,0,76,1,36,54,27,6,98,0,28,46,5,87,62,18,73,41,74,5,31,6,18,12,11,8,94,73,17,63,32,69,0
11/1/2005,33,0,34,67,66,2,45,57,4,52,43,70,69,23,66,2,20,68,27,4,34,0,0,28,6,64,61,24,80,36,74,6,31,5,100,11,41,6,30,61,10,55,46,57,39
12/1/2005,37,13,12,32,41,1,23,52,4,52,41,81,32,32,30,2,11,41,17,2,17,0,0,28,0,50,29,22,100,41,82,8,36,11,0,16,30,6,35,77,32,17,28,91,0
1/1/2006,84,20,20,48,50,1,38,53,3,65,44,90,21,27,36,4,0,38,20,3,0,0,0,39,0,41,24,26,99,42,80,8,39,10,0,28,29,8,24,58,24,34,28,56,0
2/1/2006,52,0,25,65,67,1,53,63,3,59,42,75,59,0,48,7,36,52,22,4,13,0,0,57,5,56,57,18,59,34,66,4,28,5,0,14,66,8,36,61,20,41,43,57,0
3/1/2006,46,0,36,68,70,2,100,61,4,61,41,76,74,0,64,21,22,55,24,5,34,0,0,33,8,54,49,27,63,40,77,4,29,8,0,17,35,7,42,62,14,51,33,63,0
4/1/2006,43,13,32,60,56,1,81,51,4,61,39,67,62,0,63,5,31,62,22,5,41,37,0,33,10,49,48,18,63,32,72,5,30,4,0,13,26,8,30,62,24,56,34,55,0
5/1/2006,42,10,35,61,58,14,76,58,4,65,43,82,61,20,73,13,25,56,25,5,44,31,0,32,20,67,55,21,56,34,55,4,33,7,0,13,29,7,33,65,17,56,36,60,0
6/1/2006,49,13,21,44,48,3,29,40,5,59,38,68,42,0,52,5,18,42,11,4,35,26,16,25,6,35,47,21,72,35,66,6,32,8,0,17,27,8,20,61,34,37,28,54,0
7/1/2006,57,17,12,44,48,1,25,48,5,67,40,82,36,0,45,1,17,35,13,4,29,0,39,0,0,42,43,16,79,43,64,6,31,10,0,20,12,9,47,44,9,40,27,53,0
8/1/2006,50,12,25,53,56,1,44,53,4,62,39,73,62,0,65,1,21,47,24,4,35,0,43,50,9,57,47,27,63,34,62,6,28,6,0,14,24,8,49,57,26,42,30,58,0
9/1/2006,54,16,30,57,51,1,42,51,4,60,38,72,61,0,56,1,21,54,9,4,39,0,0,31,37,55,56,20,61,39,58,6,25,6,12,11,39,7,60,55,14,40,23,51,0
10/1/2006,55,15,28,57,51,1,42,56,4,57,40,87,55,35,68,1,20,57,28,5,44,0,10,18,100,50,65,21,74,41,61,5,30,6,13,15,40,8,41,57,24,40,25,53,31
11/1/2006,52,14,28,46,46,2,36,60,4,59,40,75,59,20,52,3,12,44,19,4,28,20,0,23,26,53,100,13,67,38,55,6,28,6,0,18,46,7,52,52,18,35,27,57,20
12/1/2006,41,13,5,26,27,1,10,49,5,64,34,63,22,0,16,2,7,20,7,2,10,0,71,0,2,21,89,16,77,35,56,7,32,9,0,15,6,5,33,55,14,16,23,58,0
1/1/2007,82,14,9,38,39,1,32,48,5,74,40,78,49,0,26,1,7,26,4,3,12,0,0,22,7,29,72,16,79,29,66,7,38,6,0,28,22,12,23,38,16,18,17,57,14
2/1/2007,62,16,18,47,48,1,42,54,5,62,36,71,51,0,39,1,27,48,11,4,38,18,0,56,14,38,59,15,53,29,54,5,28,10,0,15,27,10,39,40,21,35,23,46,0
3/1/2007,57,8,24,48,54,3,46,67,5,55,33,67,48,7,38,2,20,44,19,4,27,11,0,34,9,46,66,16,61,30,53,6,30,6,0,14,34,10,60,49,26,36,31,47,34
4/1/2007,62,4,23,49,45,2,47,55,5,61,37,68,64,0,44,2,18,48,18,4,33,0,0,33,10,38,57,11,55,30,51,6,32,8,0,15,15,8,39,62,17,41,21,49,0
5/1/2007,55,0,32,46,42,10,49,62,7,66,38,71,48,0,60,2,26,55,20,5,38,11,0,22,11,58,58,16,54,38,50,5,30,7,9,15,34,9,31,44,17,42,25,45,0
6/1/2007,59,0,17,35,34,4,28,67,8,70,36,63,46,0,40,1,17,34,13,4,29,0,0,17,9,32,58,16,70,32,53,7,32,8,12,17,21,9,35,56,9,32,24,54,0
7/1/2007,62,10,12,37,32,3,23,45,6,67,30,65,38,9,38,2,6,26,13,4,22,6,0,26,6,32,52,12,61,33,48,7,44,7,0,16,25,9,44,36,7,28,24,46,0
8/1/2007,60,10,21,44,43,1,36,58,6,64,30,77,54,0,55,3,19,37,16,5,41,12,11,45,11,36,58,13,56,32,51,6,25,10,0,15,23,9,45,36,100,36,28,45,0
9/1/2007,56,8,24,46,39,1,39,49,6,60,34,73,54,0,50,4,18,43,19,4,43,9,0,35,8,36,55,11,54,35,47,6,23,8,0,14,35,9,60,47,25,38,25,37,0
10/1/2007,55,0,25,43,40,1,36,50,5,64,32,66,51,0,52,23,25,45,15,5,36,7,0,30,7,39,57,12,58,33,49,7,23,9,0,15,25,9,41,55,22,34,25,44,0
11/1/2007,51,13,22,37,38,1,35,48,5,67,38,67,51,0,45,10,22,42,18,4,51,17,0,31,7,37,57,12,56,34,44,6,23,9,0,17,27,8,54,54,12,31,26,47,0
12/1/2007,50,5,7,22,21,1,14,36,6,63,31,59,27,0,18,1,7,22,10,2,21,8,0,20,0,25,47,11,62,37,41,8,29,11,0,17,17,8,51,49,9,14,22,53,0
1/1/2008,81,7,9,29,30,1,29,46,6,69,35,65,30,0,27,1,7,25,4,2,17,9,0,15,2,23,47,10,70,31,44,8,36,12,0,28,31,11,25,44,13,13,25,43,0
2/1/2008,64,16,19,33,43,2,41,50,5,55,33,58,58,0,40,1,22,42,14,3,27,7,0,41,6,30,48,11,49,29,46,5,24,9,0,18,25,11,36,42,17,24,25,37,0
3/1/2008,56,17,17,41,49,1,37,47,6,51,33,61,52,0,49,1,18,41,20,4,24,9,0,40,4,35,49,12,50,32,45,6,26,9,0,15,23,10,89,38,19,27,25,45,0
4/1/2008,56,9,17,42,45,2,37,63,6,55,34,61,49,0,48,1,19,40,15,4,36,14,0,24,7,33,53,9,45,29,43,7,22,9,5,15,29,12,73,47,19,32,24,44,0
5/1/2008,59,11,22,41,40,2,41,62,6,57,35,54,51,0,57,1,17,40,19,5,43,24,0,23,8,40,53,12,48,37,41,7,24,12,0,14,28,10,57,51,15,31,27,43,0
6/1/2008,56,7,12,28,28,3,26,57,8,56,33,51,39,0,43,1,12,26,13,4,26,23,0,20,4,29,49,10,52,32,41,7,32,10,0,15,38,11,35,38,22,24,28,46,0
7/1/2008,63,18,8,31,31,1,21,47,8,55,31,55,42,0,46,1,14,25,13,4,28,11,0,18,4,25,46,11,50,29,36,7,38,10,0,17,31,19,59,40,19,21,23,38,0
8/1/2008,57,12,17,32,36,6,35,44,6,52,33,56,55,4,52,1,17,35,22,4,36,4,0,35,5,31,51,8,53,33,43,6,26,13,4,15,21,19,47,40,14,28,23,37,0
9/1/2008,58,15,17,38,40,8,33,53,8,56,33,62,52,0,48,1,17,42,32,4,30,9,0,30,6,30,55,14,48,37,41,7,22,12,0,16,33,16,63,40,15,29,21,42,0
10/1/2008,56,20,21,35,32,14,29,49,8,55,37,59,49,0,48,2,19,38,100,4,37,0,5,20,5,25,51,10,50,35,42,6,25,12,0,15,31,14,48,42,19,29,23,42,0
11/1/2008,47,17,16,30,28,3,27,52,6,54,35,54,35,0,37,6,16,40,74,3,28,37,8,18,1,25,49,12,48,35,34,6,27,10,0,15,24,13,59,41,5,20,23,37,0
12/1/2008,49,10,4,19,20,2,12,48,6,55,34,52,27,0,21,0,4,20,20,2,18,13,12,14,1,20,40,7,57,40,29,7,28,14,0,18,20,12,80,47,17,10,19,54,0
1/1/2009,83,21,8,24,25,1,19,48,7,74,37,60,35,0,22,0,6,20,23,2,10,4,0,6,1,19,37,10,59,33,37,7,45,13,0,26,35,18,46,42,13,11,22,42,0
2/1/2009,67,21,16,37,41,1,31,52,7,61,37,58,38,0,35,1,18,35,87,3,26,5,5,41,2,30,44,11,45,32,31,6,26,12,0,18,34,16,44,44,10,24,24,36,0
3/1/2009,62,20,22,41,44,2,28,49,7,53,35,59,44,9,37,1,18,32,87,4,29,8,6,39,5,26,52,9,47,31,39,7,27,14,0,16,34,15,66,49,17,27,21,35,14
4/1/2009,63,22,16,35,37,4,23,46,7,50,36,59,48,0,32,1,15,37,83,4,21,24,0,25,4,26,48,8,50,34,42,8,40,15,7,17,43,19,47,46,12,24,25,41,0
5/1/2009,62,18,20,37,35,2,28,45,6,53,37,57,50,0,38,1,17,41,94,3,21,4,13,23,5,24,42,10,44,35,38,7,37,12,4,16,31,17,33,54,8,27,26,44,0
6/1/2009,61,24,12,25,29,1,19,48,8,56,35,51,36,0,25,1,10,25,38,3,14,12,12,14,3,28,43,8,57,36,41,9,45,12,0,19,35,19,29,43,9,20,17,44,5
7/1/2009,67,22,9,25,29,1,14,49,7,56,37,54,40,0,31,1,9,23,39,3,17,0,7,13,1,21,43,9,52,36,43,10,53,14,0,21,30,21,64,41,11,20,19,41,0
8/1/2009,58,23,15,32,37,1,27,47,7,50,35,55,47,0,40,1,9,35,51,3,21,0,5,28,4,24,40,7,47,35,38,9,33,14,0,19,25,19,56,41,11,23,20,40,0
9/1/2009,53,19,18,34,37,1,30,45,6,50,37,65,44,0,35,2,14,36,44,3,27,0,19,28,13,23,45,9,46,38,40,9,26,16,0,17,33,20,75,49,13,23,24,42,0
10/1/2009,44,16,19,31,34,3,35,54,7,46,36,56,48,0,35,1,16,37,41,4,27,7,11,24,19,21,38,6,50,39,41,10,37,17,0,20,34,20,54,48,11,22,19,44,0
11/1/2009,42,24,19,35,33,1,29,48,7,49,42,58,49,0,30,1,16,39,40,3,24,12,9,22,7,27,42,7,53,45,41,11,52,19,0,21,37,22,55,52,17,25,21,50,0
12/1/2009,38,17,5,21,22,1,12,43,6,45,45,54,23,0,11,1,1,17,11,2,13,8,0,8,8,17,32,6,65,46,40,11,62,26,13,22,24,24,44,57,11,9,21,58,0
1/1/2010,63,22,5,24,25,1,26,46,7,48,52,62,33,0,15,2,5,20,5,2,21,10,9,12,16,15,34,5,62,36,47,13,72,24,0,34,31,33,36,37,12,12,20,39,0
2/1/2010,50,25,17,37,44,1,26,43,6,45,43,58,39,0,31,3,17,36,29,3,24,0,4,42,24,26,40,7,50,32,41,10,45,19,0,24,45,29,48,45,15,18,25,43,0
3/1/2010,43,19,15,39,40,22,22,43,5,41,39,55,36,6,26,25,14,35,22,3,22,5,0,26,10,22,33,7,51,35,41,10,49,19,0,20,35,28,76,46,3,18,21,41,0
4/1/2010,47,22,15,39,42,2,25,37,5,44,43,58,52,0,33,5,13,39,26,4,29,10,9,25,9,24,42,7,48,42,45,11,46,20,0,22,33,27,67,45,10,27,23,47,0
5/1/2010,40,23,20,36,36,1,26,41,6,45,43,55,43,8,51,13,16,36,33,4,26,13,11,23,9,28,40,8,46,38,36,10,42,19,0,21,36,24,52,51,10,22,25,41,0
6/1/2010,45,26,13,26,28,2,17,40,6,48,44,51,37,0,36,8,11,28,15,3,19,10,11,14,3,21,38,6,57,40,40,12,59,19,0,25,33,26,58,46,10,17,21,47,17
7/1/2010,48,21,9,26,25,1,12,39,6,45,41,51,32,0,31,1,9,23,14,3,18,13,0,15,4,20,29,8,53,37,35,11,59,19,0,26,25,27,49,49,12,13,21,45,0
8/1/2010,47,19,15,31,35,2,23,42,6,44,40,55,50,0,34,1,12,33,29,3,33,5,5,31,6,25,43,9,50,34,38,10,40,19,0,25,46,24,40,47,13,18,23,42,0
9/1/2010,51,17,16,35,36,1,20,54,6,44,42,57,44,0,32,1,14,37,21,3,29,9,4,27,5,27,42,8,49,39,38,10,38,18,0,24,39,25,53,50,11,17,22,40,19
10/1/2010,43,21,15,31,30,2,22,49,6,45,43,61,51,0,32,1,15,37,21,3,35,36,0,23,6,30,44,9,53,38,39,11,47,18,0,25,42,23,38,56,11,15,23,45,23
11/1/2010,41,22,14,28,30,1,21,52,6,42,43,57,47,6,28,1,11,39,19,4,47,28,0,15,4,23,40,11,51,42,41,12,51,16,0,26,39,26,32,43,20,16,24,44,19
12/1/2010,37,18,5,19,21,1,8,42,7,39,43,50,22,0,12,1,3,17,4,3,70,100,0,8,3,18,33,7,49,52,32,14,50,21,0,25,30,26,34,52,0,7,22,52,31
1/1/2011,58,22,5,17,20,1,14,29,5,34,46,47,23,0,14,1,5,15,5,2,23,8,1,12,2,15,25,7,56,34,30,10,59,19,3,32,28,30,24,35,9,8,19,39,23
2/1/2011,47,21,12,26,32,14,21,37,5,33,43,48,36,0,30,1,22,28,18,3,24,8,5,30,4,21,35,6,38,32,27,8,33,18,0,21,29,26,33,41,14,15,21,38,26
3/1/2011,39,22,13,33,40,2,19,30,4,31,40,46,34,2,34,1,16,32,21,3,29,14,3,25,6,26,32,7,37,31,28,7,35,18,0,19,29,25,55,42,8,17,24,34,36
4/1/2011,35,20,11,25,29,2,16,29,5,29,39,44,33,0,29,1,13,27,15,3,43,71,4,22,4,24,31,6,40,32,26,8,43,18,0,19,30,24,40,44,9,16,23,38,34
5/1/2011,41,23,14,26,30,2,19,37,6,35,42,45,38,2,35,2,14,32,19,4,42,36,7,23,7,26,37,8,38,34,26,8,41,17,0,20,28,29,44,50,10,18,25,39,57
6/1/2011,43,21,8,19,24,1,10,33,5,34,45,42,32,0,26,1,9,20,9,3,24,19,7,14,3,19,30,8,53,34,26,9,44,17,1,21,30,26,27,41,9,13,24,40,21
7/1/2011,34,21,7,19,22,1,9,34,4,29,42,45,23,0,26,1,8,19,12,3,19,10,2,14,2,18,31,7,43,32,23,8,52,16,0,22,24,27,35,36,8,13,22,40,12
8/1/2011,36,18,12,24,28,4,17,36,5,33,43,46,38,0,35,2,13,28,37,4,25,7,11,34,4,23,37,8,44,32,27,8,42,15,0,22,30,32,39,43,10,17,27,40,20
9/1/2011,35,23,12,24,26,3,16,34,5,31,38,45,32,2,32,2,13,28,20,3,25,10,12,26,4,26,36,8,41,33,27,7,38,13,0,20,28,29,53,48,6,15,25,39,23
10/1/2011,34,21,11,21,26,11,16,36,6,32,40,46,34,2,33,27,14,28,23,4,34,24,8,22,4,26,36,9,44,34,29,8,43,14,1,21,28,26,30,47,8,15,22,38,20
11/1/2011,39,16,11,20,26,8,15,35,6,34,44,46,32,2,29,15,13,25,22,3,34,32,8,18,3,24,32,8,44,35,25,8,47,16,0,24,31,23,34,46,10,12,23,41,23
12/1/2011,32,17,6,13,17,1,8,29,5,28,42,45,19,1,13,1,4,15,7,2,23,44,4,12,1,15,26,6,46,40,22,10,44,19,0,22,25,21,31,63,6,6,24,50,18
1/1/2012,69,19,6,19,23,3,15,31,7,35,48,50,25,0,17,1,5,18,8,2,14,9,25,14,1,16,27,7,60,38,30,11,54,18,0,44,29,31,25,41,10,8,20,41,7
2/1/2012,56,22,11,25,31,2,20,39,7,35,38,50,39,1,27,1,16,27,21,3,20,9,100,29,3,25,34,6,40,33,26,8,36,13,3,31,30,28,28,44,7,13,25,38,18
3/1/2012,53,21,11,33,36,4,17,34,6,37,40,51,31,2,27,1,16,27,18,4,29,8,9,28,3,26,36,6,40,32,27,8,41,13,0,27,28,25,40,42,11,14,29,36,23
4/1/2012,50,18,10,27,30,2,15,29,5,35,41,53,31,2,26,1,12,24,16,4,30,11,4,28,3,30,42,8,40,34,25,8,50,13,0,24,32,22,73,43,13,14,25,39,12
5/1/2012,51,21,12,30,32,4,18,33,5,31,43,63,34,0,31,1,13,29,22,4,30,13,7,26,3,30,35,8,39,36,28,8,39,14,0,25,34,26,46,51,14,18,25,37,18
6/1/2012,61,21,9,18,23,2,11,29,5,39,52,60,32,0,25,1,8,22,14,3,18,7,10,17,4,25,28,10,59,37,27,12,52,14,0,28,26,27,46,42,10,13,26,39,11
7/1/2012,63,19,8,21,22,2,10,28,5,39,48,52,30,0,26,1,10,20,16,3,16,8,16,15,5,25,33,8,54,33,24,10,53,14,0,31,30,30,40,40,10,12,24,38,11
8/1/2012,55,18,11,24,27,4,18,33,5,37,42,63,36,2,32,0,11,28,21,3,25,8,16,30,7,28,34,8,47,34,26,10,41,14,0,26,30,26,45,45,13,15,26,36,16
9/1/2012,55,19,11,26,26,3,15,32,5,36,43,61,38,2,31,1,13,29,19,3,24,6,12,27,8,30,33,9,46,36,24,10,38,16,1,29,30,26,52,46,14,15,25,36,18
10/1/2012,58,17,11,23,24,10,14,31,5,39,43,65,31,2,28,5,13,27,17,4,25,5,13,20,6,30,32,9,50,33,26,11,43,15,0,28,31,29,41,42,14,14,25,34,12
11/1/2012,51,18,11,20,21,15,14,31,5,31,44,58,30,0,24,3,12,27,15,3,21,6,8,20,4,30,30,10,48,37,22,11,48,15,0,28,34,28,62,49,8,12,24,42,10
12/1/2012,41,17,4,12,16,4,6,25,5,30,44,52,17,0,12,1,3,13,2,2,10,2,4,12,1,16,24,8,53,40,19,11,47,18,0,22,26,24,32,59,11,6,22,45,3
1/1/2013,84,23,5,17,22,2,13,32,6,40,52,58,30,2,15,0,5,16,5,2,12,6,4,13,1,17,26,8,68,37,25,15,55,17,0,46,34,34,22,39,11,7,25,36,5
2/1/2013,73,21,10,29,30,8,18,36,6,40,44,57,37,1,27,1,16,28,18,3,24,8,9,34,3,29,38,11,45,37,24,11,41,15,2,31,33,29,27,42,16,12,25,35,6
3/1/2013,63,19,9,29,30,17,15,33,5,41,46,63,34,0,26,1,13,25,17,4,21,9,7,26,2,28,31,10,50,39,24,12,53,16,0,29,33,27,43,43,17,13,27,34,5
4/1/2013,68,20,12,31,33,3,16,34,5,39,45,67,45,2,27,7,12,27,19,4,24,2,3,26,3,29,30,9,44,35,23,12,40,14,0,31,34,29,54,47,13,14,24,34,8
5/1/2013,65,19,13,29,26,4,16,35,5,45,47,73,44,1,27,1,13,29,17,4,29,4,5,21,3,31,32,11,46,43,25,13,47,15,1,30,37,29,46,43,16,14,24,36,6
6/1/2013,64,20,8,20,21,2,9,32,7,42,54,68,29,0,22,1,9,23,9,3,20,4,7,13,2,23,31,10,65,48,25,17,68,16,0,33,35,32,36,50,14,12,24,48,4
7/1/2013,75,22,7,22,22,6,9,30,6,44,51,73,32,0,23,1,11,19,11,3,19,5,4,13,2,24,29,11,55,41,23,17,57,16,0,33,40,33,40,42,13,11,24,38,4
8/1/2013,59,20,9,23,24,70,14,32,6,39,48,69,37,2,28,1,21,24,15,4,20,5,5,27,2,27,31,9,47,40,29,17,52,16,0,30,31,29,43,42,16,15,27,37,6
9/1/2013,62,17,10,25,24,23,14,31,6,37,50,69,37,2,27,1,12,25,14,4,24,6,4,24,3,27,32,10,48,45,25,17,45,15,1,30,35,29,47,43,15,14,28,33,5
10/1/2013,61,23,10,24,24,6,14,29,6,40,50,71,36,2,26,1,14,29,15,4,22,8,5,22,2,31,33,10,55,36,28,18,49,16,0,32,41,33,44,44,13,13,26,33,7
